Model,MDO34,
-0.08906,0.92,0.98
-0.08904,0.92,0.94
-0.08902,0.92,0.94
-0.089,0.92,0.9
-0.08898,0.88,0.9
-0.08896,0.92,0.86
-0.08894,0.88,0.9
-0.08892,0.88,0.86
-0.0889,0.84,0.86
-0.08888,0.8,0.78
-0.08886,0.76,0.78
-0.08884,0.76,0.7
-0.08882,0.76,0.74
-0.0888,0.72,0.7
-0.08878,0.72,0.66
-0.08876,0.68,0.62
-0.08874,0.6,0.62
-0.08872,0.6,0.58
-0.0887,0.56,0.54
-0.08868,0.56,0.5
-0.08866,0.52,0.5
-0.08864,0.48,0.46
-0.08862,0.44,0.42
-0.0886,0.4,0.42
-0.08858,0.36,0.38
-0.08856,0.36,0.3
-0.08854,0.28,0.3
-0.08852,0.28,0.26
-0.0885,0.24,0.22
-0.08848,0.24,0.18
-0.08846,0.12,0.14
-0.08844,0.08,0.09999999
-0.08842,0.08,0.02
-0.0884,0.04,0.02
-0.08838,0,-0.02
-0.08836,-0.04,-0.06
-0.08834,-0.04,-0.09999999
-0.08832,-0.12,-0.14
-0.0883,-0.12,-0.18
-0.08828,-0.16,-0.22
-0.08826,-0.2,-0.26
-0.08824,-0.28,-0.3
-0.08822,-0.28,-0.26
-0.0882,-0.36,-0.38
-0.08818,-0.4,-0.38
-0.08816,-0.4,-0.46
-0.08814,-0.44,-0.46
-0.08812,-0.48,-0.5
-0.0881,-0.52,-0.5
-0.08808,-0.56,-0.54
-0.08806,-0.56,-0.58
-0.08804,-0.6,-0.62
-0.08802,-0.64,-0.66
-0.088,-0.68,-0.66
-0.08798,-0.68,-0.7
-0.08796,-0.68,-0.74
-0.08794,-0.76,-0.74
-0.08792,-0.76,-0.78
-0.0879,-0.8,-0.78
-0.08788,-0.8,-0.82
-0.08786,-0.84,-0.86
-0.08784,-0.88,-0.86
-0.08782,-0.88,-0.86
-0.0878,-0.92,-0.9
-0.08778,-0.92,-0.9
-0.08776,-0.92,-0.86
-0.08774,-0.96,-0.9
-0.08772,-0.96,-0.94
-0.0877,-0.96,-0.94
-0.08768,-0.96,-0.98
-0.08766,-0.96,-0.94
-0.08764,-1,-0.94
-0.08762,-1,-0.98
-0.0876,-1.04,-0.98
-0.08758,-1.04,-0.98
-0.08756,-1,-1.02
-0.08754,-1.04,-0.98
-0.08752,-1.04,-0.98
-0.0875,-1.04,-0.98
-0.08748,-1.04,-0.98
-0.08746,-1.04,-0.94
-0.08744,-1,-0.94
-0.08742,-1,-0.94
-0.0874,-0.96,-0.94
-0.08738,-1,-0.9
-0.08736,-0.96,-0.9
-0.08734,-0.96,-0.86
-0.08732,-0.92,-0.86
-0.0873,-0.92,-0.86
-0.08728,-0.92,-0.86
-0.08726,-0.88,-0.86
-0.08724,-0.92,-0.82
-0.08722,-0.84,-0.78
-0.0872,-0.84,-0.78
-0.08718,-0.84,-0.74
-0.08716,-0.8,-0.7
-0.08714,-0.76,-0.7
-0.08712,-0.76,-0.7
-0.0871,-0.68,-0.66
-0.08708,-0.64,-0.62
-0.08706,-0.64,-0.54
-0.08704,-0.64,-0.54
-0.08702,-0.6,-0.54
-0.087,-0.56,-0.46
-0.08698,-0.52,-0.42
-0.08696,-0.48,-0.38
-0.08694,-0.44,-0.38
-0.08692,-0.4,-0.34
-0.0869,-0.36,-0.26
-0.08688,-0.32,-0.3
-0.08686,-0.32,-0.22
-0.08684,-0.24,-0.22
-0.08682,-0.24,-0.14
-0.0868,-0.2,-0.14
-0.08678,-0.16,-0.06
-0.08676,-0.16,-0.06
-0.08674,-0.12,0.02
-0.08672,-0.04,0.06
-0.0867,0,0.06
-0.08668,0.04,0.09999999
-0.08666,0.04,0.14
-0.08664,0.08,0.18
-0.08662,0.16,0.22
-0.0866,0.2,0.26
-0.08658,0.2,0.3
-0.08656,0.24,0.34
-0.08654,0.28,0.38
-0.08652,0.32,0.42
-0.0865,0.32,0.42
-0.08648,0.36,0.46
-0.08646,0.44,0.5
-0.08644,0.48,0.54
-0.08642,0.48,0.58
-0.0864,0.52,0.62
-0.08638,0.56,0.62
-0.08636,0.6,0.66
-0.08634,0.6,0.7
-0.08632,0.64,0.74
-0.0863,0.68,0.74
-0.08628,0.72,0.78
-0.08626,0.72,0.78
-0.08624,0.72,0.82
-0.08622,0.8,0.82
-0.0862,0.84,0.86
-0.08618,0.84,0.86
-0.08616,0.84,0.9
-0.08614,0.88,0.9
-0.08612,0.88,0.94
-0.0861,0.88,0.94
-0.08608,0.92,0.94
-0.08606,0.92,0.98
-0.08604,0.96,0.98
-0.08602,0.96,1.02
-0.086,0.96,0.98
-0.08598,1,0.98
-0.08596,1,0.98
-0.08594,1,1.02
-0.08592,1,1.02
-0.0859,1,0.98
-0.08588,1.04,1.02
-0.08586,1,1.02
-0.08584,0.96,1.02
-0.08582,1,1.06
-0.0858,1.04,1.02
-0.08578,0.96,0.98
-0.08576,0.96,1.02
-0.08574,0.96,1.02
-0.08572,0.92,0.98
-0.0857,0.96,0.94
-0.08568,0.96,0.94
-0.08566,0.92,0.94
-0.08564,0.92,0.9
-0.08562,0.92,0.86
-0.0856,0.84,0.86
-0.08558,0.84,0.86
-0.08556,0.84,0.82
-0.08554,0.76,0.82
-0.08552,0.76,0.78
-0.0855,0.76,0.78
-0.08548,0.72,0.7
-0.08546,0.72,0.7
-0.08544,0.68,0.7
-0.08542,0.68,0.62
-0.0854,0.64,0.62
-0.08538,0.64,0.58
-0.08536,0.52,0.54
-0.08534,0.52,0.5
-0.08532,0.52,0.46
-0.0853,0.48,0.46
-0.08528,0.44,0.42
-0.08526,0.4,0.38
-0.08524,0.32,0.38
-0.08522,0.32,0.3
-0.0852,0.28,0.3
-0.08518,0.24,0.22
-0.08516,0.2,0.18
-0.08514,0.16,0.18
-0.08512,0.16,0.14
-0.0851,0.08,0.06
-0.08508,0.04,0.06
-0.08506,0,-0.02
-0.08504,0,-0.02
-0.08502,-0.04,-0.09999999
-0.085,-0.08,-0.09999999
-0.08498,-0.16,-0.18
-0.08496,-0.16,-0.18
-0.08494,-0.16,-0.22
-0.08492,-0.24,-0.22
-0.0849,-0.24,-0.26
-0.08488,-0.32,-0.34
-0.08486,-0.36,-0.38
-0.08484,-0.36,-0.42
-0.08482,-0.4,-0.42
-0.0848,-0.44,-0.46
-0.08478,-0.52,-0.5
-0.08476,-0.52,-0.54
-0.08474,-0.56,-0.54
-0.08472,-0.56,-0.58
-0.0847,-0.64,-0.66
-0.08468,-0.6,-0.66
-0.08466,-0.68,-0.7
-0.08464,-0.68,-0.7
-0.08462,-0.72,-0.74
-0.0846,-0.76,-0.74
-0.08458,-0.8,-0.74
-0.08456,-0.76,-0.82
-0.08454,-0.84,-0.82
-0.08452,-0.84,-0.86
-0.0845,-0.88,-0.86
-0.08448,-0.92,-0.86
-0.08446,-0.92,-0.9
-0.08444,-0.92,-0.86
-0.08442,-0.96,-0.9
-0.0844,-0.96,-0.86
-0.08438,-0.96,-0.94
-0.08436,-0.96,-0.94
-0.08434,-0.96,-0.94
-0.08432,-1,-0.98
-0.0843,-1,-0.98
-0.08428,-1,-0.94
-0.08426,-1,-0.94
-0.08424,-1.04,-0.98
-0.08422,-1,-0.98
-0.0842,-1.04,-0.98
-0.08418,-1,-0.98
-0.08416,-0.96,-0.98
-0.08414,-1,-0.98
-0.08412,-1,-0.94
-0.0841,-1,-0.94
-0.08408,-1,-0.94
-0.08406,-1,-0.9
-0.08404,-0.96,-0.9
-0.08402,-0.92,-0.9
-0.084,-0.96,-0.9
-0.08398,-0.96,-0.86
-0.08396,-0.96,-0.86
-0.08394,-0.92,-0.86
-0.08392,-0.88,-0.78
-0.0839,-0.84,-0.82
-0.08388,-0.84,-0.78
-0.08386,-0.84,-0.78
-0.08384,-0.8,-0.74
-0.08382,-0.8,-0.7
-0.0838,-0.76,-0.7
-0.08378,-0.72,-0.62
-0.08376,-0.68,-0.66
-0.08374,-0.68,-0.62
-0.08372,-0.64,-0.58
-0.0837,-0.6,-0.54
-0.08368,-0.56,-0.5
-0.08366,-0.52,-0.5
-0.08364,-0.48,-0.46
-0.08362,-0.48,-0.38
-0.0836,-0.44,-0.34
-0.08358,-0.44,-0.34
-0.08356,-0.4,-0.3
-0.08354,-0.32,-0.26
-0.08352,-0.28,-0.22
-0.0835,-0.28,-0.18
-0.08348,-0.2,-0.14
-0.08346,-0.16,-0.14
-0.08344,-0.12,-0.06
-0.08342,-0.08,-0.02
-0.0834,-0.08,-0.02
-0.08338,0,0.02
-0.08336,0,0.09999999
-0.08334,0.04,0.09999999
-0.08332,0.08,0.18
-0.0833,0.08,0.22
-0.08328,0.12,0.22
-0.08326,0.16,0.3
-0.08324,0.24,0.34
-0.08322,0.2,0.38
-0.0832,0.32,0.38
-0.08318,0.32,0.42
-0.08316,0.32,0.46
-0.08314,0.4,0.46
-0.08312,0.4,0.5
-0.0831,0.48,0.54
-0.08308,0.52,0.58
-0.08306,0.56,0.62
-0.08304,0.56,0.66
-0.08302,0.6,0.66
-0.083,0.68,0.7
-0.08298,0.64,0.7
-0.08296,0.68,0.74
-0.08294,0.72,0.78
-0.08292,0.72,0.78
-0.0829,0.76,0.82
-0.08288,0.8,0.82
-0.08286,0.84,0.86
-0.08284,0.8,0.86
-0.08282,0.84,0.9
-0.0828,0.88,0.94
-0.08278,0.88,0.9
-0.08276,0.92,0.94
-0.08274,0.92,0.98
-0.08272,0.96,0.98
-0.0827,0.92,0.98
-0.08268,0.96,0.98
-0.08266,0.96,0.98
-0.08264,1,0.98
-0.08262,0.96,0.98
-0.0826,0.96,1.02
-0.08258,1,1.02
-0.08256,1,1.02
-0.08254,1,1.02
-0.08252,1,0.98
-0.0825,1,1.02
-0.08248,1,1.02
-0.08246,1,1.02
-0.08244,1,0.98
-0.08242,0.96,0.98
-0.0824,1,0.98
-0.08238,0.96,0.94
-0.08236,0.96,0.94
-0.08234,0.92,0.98
-0.08232,0.88,0.94
-0.0823,0.92,0.9
-0.08228,0.88,0.86
-0.08226,0.88,0.82
-0.08224,0.84,0.78
-0.08222,0.84,0.78
-0.0822,0.8,0.78
-0.08218,0.8,0.74
-0.08216,0.76,0.7
-0.08214,0.72,0.7
-0.08212,0.68,0.7
-0.0821,0.68,0.66
-0.08208,0.64,0.62
-0.08206,0.64,0.58
-0.08204,0.56,0.58
-0.08202,0.56,0.54
-0.082,0.52,0.46
-0.08198,0.48,0.5
-0.08196,0.48,0.42
-0.08194,0.4,0.38
-0.08192,0.4,0.38
-0.0819,0.36,0.34
-0.08188,0.32,0.3
-0.08186,0.28,0.26
-0.08184,0.24,0.22
-0.08182,0.2,0.18
-0.0818,0.2,0.14
-0.08178,0.12,0.14
-0.08176,0.08,0.09999999
-0.08174,0.08,0.02
-0.08172,0,-0.02
-0.0817,0,-0.06
-0.08168,-0.08,-0.06
-0.08166,-0.08,-0.14
-0.08164,-0.12,-0.18
-0.08162,-0.16,-0.18
-0.0816,-0.16,-0.22
-0.08158,-0.24,-0.26
-0.08156,-0.32,-0.26
-0.08154,-0.36,-0.34
-0.08152,-0.4,-0.38
-0.0815,-0.4,-0.42
-0.08148,-0.4,-0.46
-0.08146,-0.44,-0.5
-0.08144,-0.52,-0.5
-0.08142,-0.56,-0.54
-0.0814,-0.6,-0.58
